uncertain,SMU,['STAT201']
actuarial,SMU,['STAT201']
finance,SMU,['STAT201']
finance,SUSS,"['FIN203', 'FIN203', 'FIN203']"
jointly,SMU,['STAT201']
measuring,SUSS,['ANL201']
treatment,SUSS,['ANL201']
create,SUSS,"['ANL201', 'ICT233']"
create,SUTD,"[50.006, 50.051]"
story,SUSS,['ANL201']
code,SUSS,['ANL252']
code,SUTD,"[50.003, 50.039, 50.039, 50.039, 50.05, 50.05, 50.05]"
code,SIT,"['CSC1009', 'CSC1009']"
accessible,SUSS,['ANL252']
constructing,SUSS,['ANL303']
result,SUSS,['ANL303']
service,SUSS,"['ANL303', 'ANL305', 'ANL307']"
service,SUTD,"[50.012, 50.046, 50.046]"
service,SIT,['CSC3004']
deployment,SUSS,"['ANL307', 'ANL310']"
cross,SUSS,['ANL310']
cross,SUTD,[50.007]
cross,SIT,['AI Cross-Domain Project']
selling,SUSS,"['ANL310', 'ANL310']"
report,SUSS,"['ANL312', 'ANL351']"
report,SIT,['PHE2019']
essential,SUSS,['FIN203']
essential,SIT,['CSC1009']
cash,SUSS,['FIN203']
valuation,SUSS,['FIN203']
money,SUSS,['FIN203']
risk,SUSS,"['FIN203', 'BUS353']"
capital,SUSS,"['FIN203', 'FIN203']"
investment,SUSS,['FIN203']
digital,SUSS,"['MKT202e', 'BUS102', 'MKT365']"
digital,SUTD,"[50.002, 50.002, 50.042, 50.042]"
execution,SUSS,['MKT202e']
execution,SUTD,[50.049]
execution,SIT,['CSC1009']
programme,SUSS,['MKT202e']
assist,SUSS,['ACC353']
examining,SUSS,['ACC353']
auditing,SUSS,['ACC353']
preparing,SUSS,"['ANL317', 'ANL351']"
identifying,SUSS,['ANL317']
specific,SUSS,['ANL317']
identification,SUSS,['ANL321']
causality,SUSS,['ANL321']
sa,SUSS,"['ANL351', 'ANL351', 'ANL351', 'ANL351', 'ANL351']"
summarizing,SUSS,['ANL351']
producing,SUSS,['ANL351']
excel,SUSS,['ANL355']
medicine,SUSS,['BME363']
age,SUSS,['BUS102']
leading,SUSS,['BUS102']
controlling,SUSS,['BUS102']
contract,SUSS,"['BUS201', 'BUS201']"
contract,SUTD,"[50.037, 50.037]"
agency,SUSS,"['BUS201', 'BUS201']"
together,SUSS,['BUS352']
operational,SUSS,['BUS352']
proposal,SUSS,"['BUS353', 'BUS353']"
submission,SUSS,['BUS353']
assessment,SUSS,['BUS353']
assessment,SUTD,[50.02]
scheduling,SUSS,['BUS353']
scheduling,SUTD,[50.049]
budgeting,SUSS,['BUS353']
starting,SUSS,['BUS357']
managing,SUSS,['BUS357']
validating,SUSS,"['BUS357', 'BUS357']"
validating,SUTD,[50.003]
investor,SUSS,['BUS357']
coming,SUSS,['BUS357']
prototype,SUSS,['BUS357']
prototype,SUTD,"[50.003, 50.003, 50.003, 50.052, 50.052, 50.053]"
pitch,SUSS,['BUS357']
strategic,SUSS,['BUS357']
economic,SUSS,['ECO202']
consumer,SUSS,['ECO202']
producer,SUSS,['ECO202']
market,SUSS,['ECO202']
inflation,SUSS,['ECO202']
internet,SUSS,['ENG233']
internet,SUTD,"[50.001, 50.005, 50.012, 50.012, 50.02, 50.046]"
thing,SUSS,['ENG233']
thing,SUTD,"[50.001, 50.046]"
iot,SUSS,"['ENG233', 'ENG233', 'ENG233', 'ENG233', 'ENG233', 'ENG233', 'ENG233', 'ENG233']"
iot,SUTD,"[50.02, 50.046, 50.046, 50.046, 50.046, 50.046, 50.046, 50.046, 50.046, 50.046, 50.046]"
iot,SIT,"['CSC3009', 'CSC2003', 'CSC3004', 'CSC3004', 'CSC3004', 'CSC3005']"
protocol,SUSS,"['ENG233', 'ICT233']"
protocol,SUTD,"[50.02, 50.02, 50.02, 50.042, 50.046, 50.046, 50.046]"
pi,SUSS,['ENG233']
hypertext,SUSS,"['ICT233', 'ICT233']"
transport,SUSS,['ICT233']
http,SUSS,"['ICT233', 'ICT233']"
http,SUTD,[50.005]
markup,SUSS,['ICT233']
html,SUSS,['ICT233']
html,SIT,['ICT1004']
mapping,SUSS,['ICT233']
mapping,SUTD,"[50.017, 50.017]"
orm,SUSS,['ICT233']
read,SUSS,['ICT233']
update,SUSS,['ICT233']
destroy,SUSS,['ICT233']
crud,SUSS,"['ICT233', 'ICT233']"
oracle,SUSS,['ICT330']
oracle,SUTD,[50.043]
ddl,SUSS,['ICT330']
view,SUSS,['ICT330']
trigger,SUSS,['ICT330']
stored,SUSS,['ICT330']
extension,SUSS,['ICT330']
backup,SUSS,['ICT330']
metric,SUSS,['MKT365']
acquiring,SUSS,['MKT365']
nlp,SUSS,['MKT365']
nlp,SUTD,"[50.04, 50.04, 50.04, 50.04, 50.04, 50.04, 50.04, 50.04, 50.04]"
customer,SUSS,['MKT371']
collect,SUSS,['MKT371']
measurement,SUSS,['MKT390']
architectural,SUTD,"[10.014, 50.002]"
architectural,SIT,['CSC2003']
textual,SUTD,"[10.014, 50.045]"
mobile,SUTD,[50.001]
mobile,SIT,['CSC3004']
android,SUTD,[50.001]
app,SUTD,[50.001]
produce,SUTD,[50.001]
exam,SUTD,"[50.001, 50.001, 50.001, 50.001, 50.049, 50.049]"
multilevel,SUTD,[50.002]
primitive,SUTD,"[50.002, 50.042]"
gate,SUTD,[50.002]
potential,SUTD,"[50.002, 50.003]"
precedence,SUTD,[50.002]
measure,SUTD,[50.002]
pipelined,SUTD,[50.002]
multidimensional,SUTD,[50.002]
contemporary,SUTD,[50.002]
hardware,SUTD,"[50.002, 50.017, 50.017, 50.044, 50.049, 50.049]"
rom,SUTD,"[50.002, 50.002, 50.002]"
synthesize,SUTD,[50.002]
operating,SUTD,"[50.002, 50.005]"
flaw,SUTD,"[50.002, 50.002, 50.002, 50.044]"
combinational,SUTD,"[50.002, 50.002]"
device,SUTD,"[50.002, 50.046, 50.046, 50.052]"
cmos,SUTD,"[50.002, 50.002]"
acyclic,SUTD,[50.002]
circuit,SUTD,"[50.002, 50.002]"
single,SUTD,[50.002]
clock,SUTD,[50.002]
sequential,SUTD,[50.002]
unified,SUTD,[50.003]
automated,SUTD,"[50.003, 50.003]"
blackbox,SUTD,"[50.003, 50.003, 50.053]"
whitebox,SUTD,"[50.003, 50.003]"
concurrent,SUTD,"[50.003, 50.003]"
thread,SUTD,[50.003]
understanding,SUTD,[50.003]
deadlock,SUTD,[50.003]
race,SUTD,[50.003]
scratch,SUTD,"[50.003, 50.041, 50.045, 50.045]"
solved,SUTD,[50.003]
formal,SUTD,[50.003]
exploring,SUTD,"[50.003, 50.003]"
extensive,SUTD,[50.003]
invariant,SUTD,[50.003]
decoupling,SUTD,[50.003]
vulnerability,SUTD,"[50.003, 50.003]"
lo,SUTD,"[50.003, 50.003, 50.035, 50.035, 50.035, 50.035, 50.035, 50.035, 50.035, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041]"
small,SUTD,[50.003]
automatically,SUTD,[50.003]
discover,SUTD,[50.003]
crash,SUTD,[50.003]
analyze,SUTD,"[50.004, 40.319, 50.05]"
complete,SUTD,"[50.004, 50.004]"
apply,SUTD,"[50.004, 50.021]"
modify,SUTD,[50.004]
existing,SUTD,[50.004]
provided,SUTD,"[50.004, 50.012]"
networking,SUTD,"[50.005, 50.005, 50.005, 50.005, 50.012]"
end,SUTD,"[50.005, 50.005, 50.046, 50.046, 50.052]"
modularity,SUTD,[50.005]
world,SUTD,"[50.005, 50.052, 50.052]"
dns,SUTD,"[50.005, 50.012]"
o,SUTD,[50.005]
conceptual,SUTD,"[50.005, 50.012]"
reinforcement,SUTD,"[50.007, 50.007, 40.319, 40.319, 50.039]"
svms,SUTD,"[50.007, 50.038]"
generative,SUTD,"[50.007, 40.319, 40.319, 50.035, 50.039, 50.039]"
semi,SUTD,[50.007]
regularized,SUTD,[50.007]
explain,SUTD,"[50.007, 50.043, 50.04]"
foundational,SUTD,[40.319]
maximization,SUTD,"[40.319, 40.319]"
prediction,SUTD,"[40.319, 40.319]"
latent,SUTD,[40.319]
filter,SUTD,[40.319]
q,SUTD,[40.319]
backpropagation,SUTD,[40.319]
extend,SUTD,[40.319]
suitable,SUTD,"[40.319, 50.006, 50.046]"
gathering,SUTD,[50.038]
moderately,SUTD,[50.038]
weka,SUTD,[50.038]
tableau,SUTD,[50.038]
benchmark,SUTD,"[50.038, 50.045]"
neutral,SUTD,[50.038]
manage,SUTD,[50.043]
great,SUTD,[50.043]
mysql,SUTD,[50.043]
mysql,SIT,['ICT1004']
namely,SUTD,"[50.043, 50.043]"
art,SUTD,"[50.043, 50.043]"
platform,SUTD,"[50.043, 50.044]"
mongodb,SUTD,[50.043]
different,SUTD,[50.043]
major,SUTD,[50.043]
job,SUTD,[50.043]
differs,SUTD,[50.043]
localization,SUTD,"[50.035, 50.035]"
long,SUTD,[50.035]
short,SUTD,[50.035]
term,SUTD,"[50.035, 50.021]"
lstm,SUTD,"[50.035, 50.035]"
adversarial,SUTD,"[50.035, 50.039, 50.039]"
gan,SUTD,[50.035]
train,SUTD,[50.035]
debug,SUTD,"[50.035, 50.049]"
tensorflow,SUTD,[50.035]
back,SUTD,"[50.035, 50.052]"
propagation,SUTD,[50.035]
gpu,SUTD,[50.035]
dropout,SUTD,[50.035]
batch,SUTD,"[50.035, 50.021, 50.021]"
segmentation,SUTD,[50.035]
multimodal,SUTD,"[50.039, 50.039]"
temporal,SUTD,[50.039]
temporal,SIT,['CSC2008']
causal,SUTD,[50.039]
explainable,SUTD,[50.039]
net,SUTD,[50.039]
tuning,SUTD,[50.039]
transfer,SUTD,"[50.039, 50.039, 50.039, 50.039, 50.039]"
augmentation,SUTD,"[50.039, 50.039, 50.039, 50.039]"
discriminative,SUTD,[50.039]
generalization,SUTD,"[50.039, 50.039]"
loading,SUTD,[50.039]
ground,SUTD,[50.039]
annotation,SUTD,[50.039]
fastest,SUTD,[50.039]
nns,SUTD,"[50.039, 50.039]"
toolbox,SUTD,[50.039]
embeddings,SUTD,[50.04]
chunking,SUTD,[50.04]
semantic,SUTD,"[50.04, 50.04]"
labeling,SUTD,[50.04]
named,SUTD,[50.04]
sentiment,SUTD,[50.04]
translation,SUTD,"[50.04, 50.021]"
task,SUTD,"[50.04, 50.04]"
novel,SUTD,[50.04]
hci,SUTD,[50.006]
usability,SUTD,"[50.006, 50.006, 50.006, 50.006, 50.006, 50.006]"
guideline,SUTD,"[50.006, 50.006, 50.006]"
centred,SUTD,[50.006]
experience,SUTD,"[50.006, 50.052]"
available,SUTD,[50.006]
effectively,SUTD,[50.006]
designed,SUTD,[50.006]
designed,SIT,['CSC3005']
rationale,SUTD,[50.006]
practice,SUTD,"[50.012, 50.02]"
packet,SUTD,[50.012]
switching,SUTD,[50.012]
layered,SUTD,"[50.012, 50.02]"
tcp,SUTD,"[50.012, 50.012, 50.02]"
ip,SUTD,"[50.012, 50.012, 50.02]"
layer,SUTD,"[50.012, 50.012, 50.044]"
window,SUTD,[50.012]
ethernet,SUTD,[50.012]
token,SUTD,[50.012]
ring,SUTD,[50.012]
congestion,SUTD,[50.012]
multicast,SUTD,[50.012]
networked,SUTD,"[50.012, 50.02, 50.02]"
classify,SUTD,[50.012]
arp,SUTD,[50.012]
ray,SUTD,"[50.017, 50.017]"
tracing,SUTD,"[50.017, 50.017]"
pipeline,SUTD,"[50.017, 50.049]"
texture,SUTD,"[50.017, 50.017]"
shadow,SUTD,[50.017]
illumination,SUTD,"[50.017, 50.017]"
spline,SUTD,[50.017]
animation,SUTD,"[50.017, 50.017]"
virtual,SUTD,"[50.017, 50.052, 50.052, 50.052]"
augmented,SUTD,"[50.017, 50.052]"
reality,SUTD,"[50.017, 50.052, 50.052, 50.052, 50.052, 50.052, 50.052]"
opengl,SUTD,"[50.017, 50.017]"
movie,SUTD,[50.017]
particle,SUTD,[50.017]
rasterization,SUTD,[50.017]
firewall,SUTD,[50.02]
intrusion,SUTD,[50.02]
prevention,SUTD,[50.02]
protect,SUTD,[50.02]
wireless,SUTD,[50.02]
attack,SUTD,"[50.02, 50.044]"
countermeasure,SUTD,[50.02]
defense,SUTD,[50.02]
securing,SUTD,"[50.02, 50.044]"
mini,SUTD,[50.021]
improved,SUTD,[50.021]
weight,SUTD,[50.021]
momentum,SUTD,[50.021]
stepsize,SUTD,[50.021]
pooling,SUTD,[50.021]
residual,SUTD,[50.021]
creation,SUTD,"[50.033, 50.045]"
console,SUTD,[50.033]
gui,SUTD,[50.033]
audio,SUTD,[50.033]
prototyping,SUTD,[50.033]
decentralized,SUTD,[50.037]
blockchain,SUTD,"[50.037, 50.037]"
ledger,SUTD,[50.037]
cryptocurrencies,SUTD,[50.037]
smart,SUTD,"[50.037, 50.037]"
secure,SUTD,"[50.037, 50.042]"
work,SUTD,[50.037]
stake,SUTD,[50.037]
implementing,SUTD,[50.041]
go,SUTD,"[50.041, 50.041]"
file,SUTD,"[50.041, 50.041, 50.041]"
file,SIT,['CSC2008']
google,SUTD,[50.041]
google,SIT,['CSC3005']
massively,SUTD,[50.041]
supervisory,SUTD,[50.041]
integrity,SUTD,"[50.042, 50.042, 50.042]"
availability,SUTD,"[50.042, 50.042]"
cryptographic,SUTD,[50.042]
symmetric,SUTD,[50.042]
asymmetric,SUTD,[50.042]
cryptography,SUTD,[50.042]
key,SUTD,"[50.042, 50.046]"
infrastructure,SUTD,[50.042]
infrastructure,SIT,['CSC3005']
encryption,SUTD,"[50.042, 50.042]"
signature,SUTD,"[50.042, 50.042]"
cia,SUTD,[50.042]
confidentiality,SUTD,"[50.042, 50.042]"
electronic,SUTD,[50.042]
codebook,SUTD,[50.042]
mode,SUTD,[50.042]
aes,SUTD,[50.042]
secret,SUTD,[50.042]
log,SUTD,[50.042]
authentication,SUTD,"[50.042, 50.044]"
establishment,SUTD,[50.042]
widely,SUTD,[50.044]
used,SUTD,[50.044]
tamper,SUTD,[50.044]
resistant,SUTD,[50.044]
biometrics,SUTD,[50.044]
forensics,SUTD,[50.044]
bitcoin,SUTD,[50.044]
define,SUTD,[50.044]
compromising,SUTD,[50.044]
applying,SUTD,[50.044]
automatic,SUTD,[50.045]
retrieval,SUTD,"[50.045, 50.045, 50.045]"
ir,SUTD,"[50.045, 50.045, 50.045, 50.045, 50.045, 50.045, 50.045, 50.045, 50.045, 50.045, 50.045, 50.045, 50.045, 50.045, 50.045, 50.045, 50.045]"
primary,SUTD,[50.045]
functionality,SUTD,"[50.045, 50.045]"
functionality,SIT,['CSC2003']
underlying,SUTD,"[50.045, 50.045]"
topic,SUTD,"[50.045, 50.045]"
understand,SUTD,"[50.045, 50.051]"
clarification,SUTD,[50.045]
question,SUTD,[50.045]
answering,SUTD,[50.045]
kera,SUTD,[50.045]
vec,SUTD,[50.045]
glove,SUTD,[50.045]
esp,SUTD,[50.046]
sensing,SUTD,[50.046]
virtualization,SUTD,[50.046]
deploy,SUTD,[50.046]
overall,SUTD,[50.046]
aspect,SUTD,[50.046]
interfacing,SUTD,[50.046]
embedded,SUTD,"[50.046, 50.046]"
embedded,SIT,['CSC2003']
sensor,SUTD,[50.046]
objective,SUTD,[50.046]
multicore,SUTD,"[50.049, 50.049, 50.049, 50.049]"
superscalar,SUTD,[50.049]
architect,SUTD,[50.049]
correct,SUTD,[50.049]
instrument,SUTD,[50.049]
speculation,SUTD,[50.049]
core,SUTD,[50.049]
modern,SUTD,[50.049]
robotics,SUTD,[50.05]
coloring,SUTD,[50.05]
matchings,SUTD,"[50.05, 50.05]"
ramsey,SUTD,[50.05]
huffman,SUTD,[50.05]
hamming,SUTD,"[50.05, 50.05]"
polytopes,SUTD,[50.05]
voronoi,SUTD,"[50.05, 50.05]"
fortune,SUTD,"[50.05, 50.05]"
gilbert,SUTD,[50.05]
johnson,SUTD,[50.05]
familiarity,SUTD,"[50.05, 50.05]"
theoretic,SUTD,[50.05]
terminology,SUTD,[50.05]
encoding,SUTD,"[50.05, 50.05]"
decoding,SUTD,"[50.05, 50.05]"
sperner,SUTD,[50.05]
compilation,SUTD,"[50.051, 50.051, 50.051, 50.051]"
lexical,SUTD,[50.051]
extended,SUTD,"[50.052, 50.052, 50.052]"
xr,SUTD,"[50.052, 50.052, 50.052, 50.052, 50.052, 50.052, 50.052, 50.052, 50.052, 50.052, 50.052, 50.052, 50.052]"
mixed,SUTD,[50.052]
perception,SUTD,[50.052]
immersion,SUTD,"[50.052, 50.052]"
presence,SUTD,[50.052]
front,SUTD,[50.052]
unity,SUTD,[50.052]
ar,SUTD,[50.052]
mr,SUTD,"[50.052, 50.052]"
achieve,SUTD,[50.052]
achieve,SIT,['CSC3005']
goal,SUTD,[50.052]
enriched,SUTD,[50.052]
vr,SUTD,[50.052]
checking,SUTD,[50.053]
arbitrarily,SUTD,[50.053]
coverage,SUTD,[50.053]
unit,SUTD,[50.053]
mechanism,SUTD,[50.053]
mechanism,SIT,['CSC3004']
stateful,SUTD,[50.053]
ml,SUTD,[50.053]
engineer,SUTD,"[50.053, 50.053]"
driven,SUTD,[50.053]
prime,SIT,['CSC1002']
divisibility,SIT,['CSC1002']
permutation,SIT,['CSC1002']
ict,SIT,"['ICT1002', 'ICT3210/ICT3110']"
running,SIT,['ICT1002']
paradigm,SIT,"['ICT1002', 'CSC3005']"
density,SIT,['CSC3009']
introduced,SIT,['ICT1008']
website,SIT,['ICT1004']
web,SIT,"['ICT1004', 'ICT1004']"
cs,SIT,['ICT1004']
php,SIT,['ICT1004']
server,SIT,['ICT1004']
side,SIT,['ICT1004']
scripting,SIT,['ICT1004']
apis,SIT,"['CSC1009', 'CSC1009']"
practical,SIT,['CSC1009']
secured,SIT,['CSC1009']
documentation,SIT,['CSC1009']
reusability,SIT,['CSC1009']
arithmetical,SIT,['CSC1009']
scalable,SIT,"['CSC1009', 'CSC3005']"
visualising,SIT,['DCM1112']
safety,SIT,['PHE2019']
make,SIT,['ICT2101']
cooperate,SIT,['ICT2101']
others,SIT,['ICT2101']
spiral,SIT,['ICT2101']
corresponding,SIT,['CSC2003']
microcontrollers,SIT,['CSC2003']
organize,SIT,['CSC2003']
map,SIT,"['CSC2003', 'CSC3005']"
adc,SIT,['CSC2003']
dac,SIT,['CSC2003']
timer,SIT,['CSC2003']
serial,SIT,['CSC2003']
spatio,SIT,['CSC2008']
join,SIT,['CSC2008']
pervasive,SIT,"['CSC3004', 'CSC3004']"
theoretical,SIT,['CSC3004']
defined,SIT,['CSC3004']
container,SIT,['CSC3004']
backend,SIT,['CSC3004']
even,SIT,['CSC3004']
organizational,SIT,['ICT4005']
individual,SIT,['ICT4005']
cyber,SIT,['ICT3210/ICT3110']
accessing,SIT,['CSC3005']
storing,SIT,['CSC3005']
facilitate,SIT,['CSC3005']
nosql,SIT,"['CSC3005', 'CSC3005']"
f,SIT,['CSC3005']
hdfs,SIT,['CSC3005']
reduce,SIT,['CSC3005']
cassandra,SIT,['CSC3005']
hive,SIT,['CSC3005']
edge,SIT,['Edge Computing and Analytics']
domain,SIT,['AI Cross-Domain Project']
